,instruction,input,output
4242,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Does the bank require any Equity for this scheme?,"New Business: 20% equity. Existing Business: No equity, the existing investment in business will be considered as equity."
4243,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Please tell me about the Minimum Monthly balance required for this account?,"No initial deposit requirement. Rs. 100,000/- (Monthly Average Balance)."
4244,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there a limit to international Spending?,"As per SBP directives i.e. Nov 1, 2022 industry-wide annual maximum limit of USD 30,000/- per individual on card-based (debit/credit and virtual cards) cross-border transactions. It is the primary responsibility of a customer to ensure that his/her annual limit is not breached at any time. In order to avoid any inconvenience, you are requested to please restrict your international spending within the defined limit. Cross-border commercial payments through cards issued to individuals are not permissible. Note: NUST Bank has the right to reject any application as per Bank’s criteria."
4245,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the main features of the Roshan Digital Account?,"Offered in PKR and USD/GBP/EUR. SMS Alerts on registered local and international numbers. Bill payments & funds transfer within Pakistan via local ATMs & internet banking. Investment in Naya Pakistan Certificates, Real Estate, NUST Term Deposits Receipts, and Stock Market. Note: Local deposits are not allowed in RDA."
4246,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the insurance charges?,At actual.
4247,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What would be the financing tenure?,Loan tenure is Minimum 3 years and maximum 25 years.
4248,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the current Mark-up rate of NUST Rice Finance?,"Cash Finance: 3 Months KIBOR + Up to 3.00% p.a, Running Finance: 3 Months KIBOR + Up to 3.50% p.a (reviewed/revised on quarterly basis)."
4249,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any insurance coverage available?,ATM Cash Withdrawal Insurance. Speedy processing of SBP Kamyab Jawan loans.
4250,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the target market for Current Deposit Account?,"Individuals (either singly or jointly); Proprietorship Concerns, Business Owners; Partnership Firms; Public and Private Limited Companies; Government Organizations; Corporations, Clubs, Societies, NGOs etc."
4251,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I track my remittance status online?,"Yes, you can view the status of your remittance online through NUST Remittance Tracker by following link https://NUSTbank.com/services/alternate-delivery-channels/home-remittance-tracking/"
4252,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any age criteria to avail NUST Sahar Finance?,New Business: Between 20-50 years at the time of application. Existing Business: Between 20-55 years at the time of application.
4253,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for NUST Waqaar Account - Senior Citizen?,Profit Payment: Monthly. Profit Rate: 0.19.
4254,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can overseas Pakistanis obtain House Finance facility from NUST?,"Yes. However, they can apply as Co-Borrower with verifiable income. Basic borrower from Pakistan should also meet the required basic criteria for MF."
4255,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the processing charges for NUST Flour Mill Finance Application?,"Processing fee will be charged @ 0.15% of total limit(s) processed/approved or Rs. 25,000/- whichever is higher."
4256,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How will I get update of my Credit Card Application?,You can visit/ call or send email at our Customer Services centre(s) as well. Services centre(s) as well. Email Address: CustomerServices@NUSTbank.com.pk.
4257,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can the Freelance payment be made through PRI?,"Yes, Freelance payment is allowed under specific arrangements with tie-ups with allowed purposes as per SBP guidelines."
4258,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the processing charges for NUST Imarat Finance Application?,"Rs. 30,000/- or 0.2% of loan amount, whichever is higher (Non-refundable)."
4259,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Does NUST Bank offer any account for Non-Resident Pakistanis (NRPs)?,"Yes, Roshan Digital Account. Specially designed for Individual Non-Resident Pakistanis (NRPs) seeking to undertake banking, payment, and investment activities in Pakistan."
4260,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I avail income tax rebate on House Financing?,"Yes, one can claim tax rebate against its House Finance mark-up paid during the year, or as per prevailing Tax laws of the country."
4261,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any tax deductions on Home Remittances?,Home Remittance Service is free of taxes.
4262,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the free services available with ASDA?,"Free E-statement & I-Net Banking, Free Inter Branch Online Cash Deposit/Withdrawal (Online), Free Internal Fund Transfer within NUST via branch (Online Transfer), Free Banker’s Cheque Issuance, Free SMS Alerts on Digital Transaction."
